Gene,Protein,Location,Methodology
,MTM1,,
,NDP1,,
,AtETR1,,
,EIN1,,
,ETR,,
,ETR1,,
,RPS11-BETA,,
,RWA3,,
,UMAMIT21,,
,AtCKS,,
,CKS,,
,KDSB,,
,SNOR105,,
,ARRPS1,,
,PRPS1,,
,RPS1,,
,OEC33,,
,PSBO-2,,
,PSBO2,,
,KEG,,
,ATPEX16,,
,PEX16,,
,SSE,,
,SSE1,,
,AtRLP27,,
,RLP27,,
,CBSX2,,
,CDCP1,,
,LEJ1,,
,ORF105B,,
,UGT72E3,,
,ORF113,,
,AtEML3,,
,EML3,,
,ASK4,,
,SK4,,
,UBQ13,,
,ATCPL1,,
,CPL1,,
,FRY2,,
,SHI4,,
,IAA18,,
,MAPKKK17,,
,ATUBP4,,
,UBP4,,
,FTSZ2-2,,
,TUB3,,
,ATYKT62,,
,YKT62,,
,LHCA2,,
,MIR156E,,
,IBR1,,
,SDRA,,
,ATLOG1,,
,LOG1,,
,D6PK,,
,TRNN.1,,
,HMGB4,,
,NFD04,,
,NFD4,,
,ATSTP1,,
,STP1,,
,GASA6,,
,AtHMGB1,,
,HMGB1,,
,NFD1,,
,TBL39,,
,ATEXP22,,
,ATEXPA22,,
,ATHEXP ALPHA 1.15,,
,EXP22,,
,EXPA22,,
,EMB3142,,
,MEF22,,
,ATSUC1,,
,SUC1,,
,RPT5B,,
,ASE1,,
,ATASE,,
,ATASE1,,
,SAUR20,,
,ANAC068,,
,NTM1,,
,UMAMIT5,,
,WAT1,,
,APUM21,,
,PUM21,,
,TCP10,,
,ATOPT9,,
,OPT9,,
,ASA1,,
,BIG,,
,CRM1,,
,DOC1,,
,LPR1,,
,TIR3,,
,UMB1,,
,BRD4,,
,CSY3,,
,AGL78,,
,YUC8,,
,NF-YC11,,
,DAF,,
,ABF2,,
,AREB1,,
,AtABF2,,
,ATAREB1,,
,ABCB22,,
,RIN3,,
,ATGLR3.2,,
,ATGLUR2,,
,GLR3.2,,
,GLUR2,,
,ATRPB15.9,,
,NRPB4,,
,RPB15.9,,
,RPB15.9.9,,
,AtAUR2,,
,AUR2,,
,NCBP,,
,AtNUFIP,,
,NUFIP,,
,ATCOAD,,
,COAD,,
,PSBW,,
,ESK1,,
,TBL29,,
,VHA-A2,,
,D2HGDH,,
,CIA2,,
,LON1,,
,LON_ARA_ARA,,
,SRF8,,
,ATDDM1,,
,CHA1,,
,CHR01,,
,CHR1,,
,DDM1,,
,SOM1,,
,SOM4,,
,ATECA3,,
,ECA3,,
,ARI6,,
,ATARI6,,
,BGAL13,,
,ATHMA2,,
,HMA2,,
,GMD1,,
,ORF106A,,
,SCL1,,
,ARI12,,
,ATARI12,,
,RIP7,,
,CLPP2,,
,NCLPP7,,
,NDL2,,
,AtDOF4.1,,
,DOF4.1,,
,ITD1,,
,MSRA5,,
,PGL5,,
,ASL15,,
,LBD17,,
,ATHSFA1E,,
,HSFA1E,,
,AtYUC6,,
,YUC6,,
,CRK17,,
,DUF26-21,,
,EMB1290,,
,RKC1,,
,CRR6,,
,CFK1,,
,ATRAD17,,
,RAD17,,
,ANT1,,
,MEE34,,
,FLA20,,
,RNR2B,,
,ATSTE24,,
,STE24,,
,ATMTPA1,,
,MTPA1,,
,ANQ1,,
,ATMKK6,,
,MKK6,,
,PS1,,
,UCC2,,
,ATARCA,,
,RACK1A,,
,RACK1A_AT,,
,UNE10,,
,KCS3,,
,MIR166,,
,MIR166C,,
,ATMFDX1,,
,MFDX1,,
,HEME2,,
,ABCB9,,
,PGP9,,
,RPL16B,,
,ORF159,,
,AtMYB45,,
,MYB45,,
,AtSWAP70,,
,SWAP70,,
,IDL1,,
,MIR397A,,
,ASK15,,
,SK15,,
,ETHE1,,
,GLX2-3,,
,GLY3,,
,ATVTI13,,
,VTI13,,
,MAPKKK19,,
,MEE8,,
,NRT1.9,,
,CAT5,,
,MIR781A,,
,CAMTA3,,
,SR1,,
,AtNug2,,
,Nug2,,
,ATKCR2,,
,KCR2,,
,anac071,,
,NAC071,,
,MIR172C,,
,CYCD4;2,,
,ORF141,,
,AtYY1,,
,YY1,,
,PI-4KBETA1,,
,PI4KBETA1,,
,ATMKK3,,
,MKK3,,
,XEG113,,
,ATCPL2,,
,CPL2,,
,I9H,,
,IRX9-L,,
,TTN9,,
,VAR3,,
,ATGPAT4,,
,GPAT4,,
,ZW9,,
,ATGPAT5,,
,GPAT5,,
,CYP706A1,,
,CYP705A14P,,
,ATCUL3B,,
,CUL3B,,
,FACT,,
,PKp3,,
,anac103,,
,NAC103,,
,TUA1,,
,AAT3,,
,ASP5,,
,ATAAT1,,
,SIM,,
,ACA8,,
,ATACA8,,
,FBH1,,
,sks15,,
,TRNI.2,,
,ATWRKY23,,
,WRKY23,,
,NOF1,,
,QQT2,,
,HCC1,,
,ATSOS2,,
,CIPK24,,
,SNRK3.11,,
,SOS2,,
,UBC30,,
,JMJ18,,
,NPX1,,
,MAC3B,,
,LACS8,,
,APRR9,,
,PRR9,,
,TL1,,
,EMB2745,,
,SIP1;1,,
,SIP1A,,
,AtPPR-AC,,
,PPR-AC,,
,SDG22,,
,SET22,,
,SUVH9,,
,CDS2,,
,CYP71B34,,
,CLE27,,
,ATBZIP9,,
,BZIP9,,
,BZO2H2,,
,HEMA2,,
,LSH5,,
,ATTIM23-1,,
,TIM23-1,,
,AtOCT5,,
,Oct-05,,
,BZIP49,,
,ATGSL05,,
,ATGSL5,,
,EED3,,
,GSL05,,
,GSL05,,
,GSL5,,
,PMR4,,
,APUM15,,
,PUM15,,
,APC2,,
,ATTBP2,,
,TRFL9,,
,FIP1,,
,GOX1,,
,SRF7,,
,SPL13,,
,SPL13B,,
,PDE135,,
,AT7SL-1,,
,ATGSK1,,
,ATSK2-3,,
,ATSK22,,
,BIL2,,
,GSK1,,
,SK22,,
,GDPDL7,,
,SVL5,,
,GAMMA-TIP,,
,GAMMA-TIP1,,
,TIP1;1,,
,SE,,
,ACR2,,
,ARATH;CDC25,,
,AtACR2,,
,CDC25,,
,MS1,,
,EMB2656,,
,COP9,,
,CSN8,,
,EMB143,,
,FUS7,,
,AAC2,,
,NF-YB10,,
,ATPLC8,,
,PLC8,,
,ATRAD54,,
,CHR25,,
,RAD54,,
,ATRAD51,,
,RAD51,,
,MAC3A,,
,TCH4,,
,XTH22,,
,NOGC1,,
,ATMYB33,,
,MYB33,,
,CYP81D4,,
,SRO2,,
,ATWHY3,,
,PTAC11,,
,WHY3,,
,MIR840A,,
,BZR1,,
,ATOBGM,,
,TRM32,,
,AtCCP3,,
,CCP3,,
,EIN4,,
,PUT1,,
,LEA7,,
,scpl20,,
,AtHsp90-7,,
,AtHsp90.7,,
,HSP90.7,,
,SHD,,
,anac049,,
,NAC049,,
,UMAMIT47,,
,ERD4,,
,CLPP4,,
,NCLPP4,,
,ATMDAR3,,
,MDAR2,,
,MDAR3,,
,MDHAR,,
,LSF2,,
,LCR40,,
,HTB4,,
,ABCG5,,
,AtRLP41,,
,RLP41,,
,ORF107F,,
,ORF106C,,
,PTAC6,,
,anac046,,
,NAC046,,
,CYCA3;3,,
,GAMT2,,
,ATGP1,,
,ATYKT61,,
,YKT61,,
,CKRC1,,
,SAV3,,
,TAA1,,
,WEI8,,
,AtSR45,,
,RNPS1,,
,SR45,,
,SAP,,
,AtJ8,,
,AtToc12,,
,J8,,
,Toc12,,
,CPuORF20,,
,CHR42,,
,SS2,,
,ATCFM3B,,
,CFM3B,,
,MEE4,,
,ATSPDS3,,
,SPDS3,,
,SPMS,,
,EDE1,,
,EMB3116,,
,QWRF5,,
,RPL24,,
,SVR8,,
,ERD6,,
,TRM28,,
,ECR1,,
,AtMORC6,,
,DMS11,,
,MORC6,,
,CURT1A,,
,ATCBF2,,
,CBF2,,
,DREB1C,,
,FTQ4,,
,BCCP2,,
,CAC1-B,,
,EMB3135,,
,RAS1,,
,FLA3,,
,ZFN2,,
,TBL15,,
,ATCCD7,,
,CCD7,,
,MAX3,,
,ATCNGC9,,
,CNGC9,,
,AtPR4,,
,HEL,,
,PR-4,,
,PR4,,
,BGLU39,,
,TGG3,,
,CENH3,,
,HTR12,,
,CDPK19,,
,CPK8,,
,ATPP2-A9,,
,PP2-A9,,
,GONST4,,
,ARA,,
,ARA-1,,
,ATRAB11D,,
,ATRABA5E,,
,RABA5E,,
,PGL1,,
,UGT76E1,,
,LCV1,,
,MMZ4,,
,UEV1D,,
,UEV1D-4,,
,FRA8,,
,IRX7,,
,PSAB,,
,smB,,
,ATBAG5,,
,BAG5,,
,ATMYB69,,
,MYB69,,
,DAU1,,
,TRM16,,
,AtENGase85A,,
,ENGase85A,,
,HMGB6,,
,ATCCT2,,
,CCT2,,
,CAA33,,
,CRL,,
,AtMAN2,,
,MAN2,,
,IQD18,,
,ATIPT3,,
,IPT3,,
,GDI,,
,CDC73,,
,PHP,,
,MIR407,,
,EMB40,,
,FASS,,
,FASS 2,,
,FS1,,
,GDO,,
,TON2,,
,FLL4,,
,FLX4,,
,ATMKK10,,
,MKK10,,
,NOL,,
,ORF205,,
,GLU2,,
,ACA4,,
,ATACA4,,
,MCM3,,
,GF14 NU,,
,GRF7,,
,AGL25,,
,FLC,,
,FLF,,
,RSB6,,
,AQP1,,
,ATTIP2;1,,
,DELTA-TIP,,
,DELTA-TIP1,,
,TIP2;1,,
,FDM4,,
,MEE38,,
,EIF4B2,,
,ATOFP14,,
,OFP14,,
,AtSPS2,,
,SPS2,,
,TED6,,
,ATFP8,,
,ATRABD1,,
,RABD1,,
,OTP86,,
,MIR167B,,
,AOX1A,,
,ATAOX1A,,
,AtHSR3,,
,HSR3,,
,CPuORF27,,
,TPPG,,
,AIR3,,
,NOXY2,,
,DRS1,,
,GUX3,,
,PGSIP2,,
,ATOFP15,,
,OFP15,,
,PGPS2,,
,EXPB6,,
,CF9,,
,ATKO1,,
,CYP701A3,,
,GA3,,
,ATWRKY49,,
,WRKY49,,
,RD2,,
,ATCXXS2,,
,CXXS2,,
,CRF7,,
,DVL4,,
,RTFL17,,
,DVL19,,
,RTFL10,,
,BBX13,,
,DGAT3,,
,MIR400,,
,FCLY,,
,ALS3,,
,GOLLUM,,
,NAR1,,
,ATIRE1-1,,
,AtIRE1b,,
,IRE1-1,,
,ARR2,,
,RR2,,
,ASK16,,
,SK16,,
,emb1513,,
,ATSYP22,,
,ATVAM3,,
,SGR3,,
,SYP22,,
,VAM3,,
,ARA-5,,
,ARA5,,
,ATRAB1B,,
,ATRABD2A,,
,RA-5,,
,RABD2A,,
,RPF2,,
,BRL1,,
,MPC,,
,ATCDPK2,,
,ATCPK11,,
,CDPK2,,
,CPK11,,
,CRF2,,
,TMO3,,
,MGP,,
,ELP1,,
,UBQ4,,
,ATCDS1,,
,CDS1,,
,ATM10,,
,M10,,
,ABC33,,
,ATCPS1,,
,CPS,,
,CPS1,,
,GA1,,
,UGT73D1,,
,TAC1,,
,OLE2,,
,OLEO2,,
,ATTCP-1,,
,TCP-1,,
,ATBZIP61,,
,BZIP61,,
,ATTPS03,,
,TPS03,,
,ATHB-2,,
,ATHB2,,
,HAT4,,
,HB-2,,
,ATGSTU26,,
,GSTU26,,
,AtMAPR5,,
,ATMP1,,
,MSBP1,,
,GDPDL3,,
,GPDL2,,
,MRH5,,
,SHV3,,
,AT-P5C1,,
,AT-P5R,,
,EMB2772,,
,P5CR,,
,CYP97A3,,
,LUT5,,
,A/N-InvG,,
,CINV1,,
,COP3,,
,HLS1,,
,UNS2,,
,ATMYB120,,
,MYB120,,
,PUT3,,
,RMV1,,
,MIR156B,,
,RTFL11,,
,AtPFA-DSP4,,
,PFA-DSP4,,
,LD,,
,GTE4,,
,RHS12,,
,ATMKK9,,
,MKK9,,
,CYP705A30,,
,ABA3,,
,ACI2,,
,ATABA3,,
,AtLOS5,,
,LOS5,,
,SIR3,,
,AtMGT2,,
,AtMRS2-1,,
,MGT2,,
,MRS2-1,,
,FTIP1,,
,ATRAB7,,
,ATRABG3E,,
,RABG3E,,
,ATGTF2H2,,
,GTF2H2,,
,ATVHA-C3,,
,AVA-P3,,
,VHA-C3,,
,ARR1,,
,RR1,,
,RWA4,,
,DEP,,
,RPL27A,,
,RPL27AB,,
,MIR870A,,
,ATWRKY44,,
,DSL1,,
,TTG2,,
,WRKY44,,
,BGLU14,,
,CYP76C4,,
,FHY2,,
,FRE1,,
,HY8,,
,PHYA,,
,ATFMN/FHY,,
,FMN/FHY,,
,APRR3,,
,PRR3,,
,anac086,,
,NAC086,,
,ATXIE,,
,XIE,,
,Y14,,
,ASN2,,
,SAMTL,,
,CYCD7,,
,CYCD7;1,,
,UBC3,,
,KUF1,,
,ATCRS1,,
,CRS1,,
,LSU4,,
,RRA3,,
,SADHU7-2,,
,AtPP2-A8,,
,PP2-A8,,
,NTT,,
,WIP2,,
,TPLATE,,
,EDA23,,
,GSO2,,
,CYTOSLEEPER,,
,EC1.5,,
,GUX2,,
,PGSIP3,,
,RAP2.12,,
,ATFSD1,,
,FSD1,,
,PXC3,,
,ATGRP23,,
,GRP23,,
,ATMYB86,,
,MYB86,,
,ATGSL12,,
,CALS3,,
,gsl12,,
,GSL12,,
,FRS9,,
,PYR6,,
,LOL2,,
,ATBPC6,,
,BBR/BPC6,,
,BPC6,,
,B73,,
,CHL6,,
,CNX,,
,CNX1,,
,SIR4,,
,anac016,,
,NAC016,,
,ZPR3,,
,ATSFH3,,
,SFH3,,
,ATSYP73,,
,SYP73,,
,LQY1,,
,ATMAPK6,,
,ATMPK6,,
,MAPK6,,
,MPK6,,
,SADHU1-3,,
,PIF7,,
,AtSAC3B,,
,SAC3B,,
,XCT,,
,ARR24,,
,RR24,,
,KING1,,
,ATDEF2,,
,DEF2,,
,PDF1B,,
,PHT4;2,,
,anac077,,
,NAC077,,
,APEM9,,
,CYP72A11,,
,AtLFG4,,
,LFG4,,
,AtHGO,,
,HGO,,
,ATHSP17.4,,
,HSP17.4,,
,SMP1,,
,SMU2,,
,VPS26A,,
,SRS5,,
,ATTPS1,,
,TPS1,,
,TPS1,,
,ACYB-2,,
,ATIREG2,,
,FPN2,,
,IREG2,,
,CLPX,,
,U12,,
,emb1187,,
,AMT1;4,,
,ATVAMP728,,
,VAMP728,,
,AtMYB115,,
,MYB115,,
,ATFER3,,
,FER3,,
,AtPERK8,,
,PERK8,,
,ATMYB35,,
,MYB35,,
,TDF1,,
,PY,,
,THIC,,
,SMXL2,,
,BUBR1,,
,CSY5,,
,ATWOX13,,
,HB-4,,
,WOX13,,
,CYP710A3,,
,PDE334,,
,ATSPPL4,,
,SPPL4,,
,AT-TCP20,,
,ATTCP20,,
,PCF1,,
,TCP20,,
,PSRP3/2,,
,AtSAP130a,,
,SAP130a,,
,PSP,,
,PSP1,,
,ORF184,,
,PUB25,,
,AT-HF,,
,HISN4,,
,ATCSLA02,,
,ATCSLA2,,
,CSLA02,,
,CSLA2,,
,PHYD,,
,GLIP3,,
,UBP19,,
,APUM11,,
,PUM11,,
,ENDO2,,
,MCM9,,
,ENY,,
,IDD1,,
,ATPMM,,
,PMM,,
,ABC1,,
,ATSIG1,,
,ATSIG2,,
,SIG1,,
,SIG2,,
,SIGA,,
,SIGB,,
,EXGT-A1,,
,EXT,,
,XTH4,,
,AT103-1A,,
,ATGSTU1,,
,ATGSTU5,,
,GSTU5,,
,AtFAD3,,
,FAD3,,
,SADHU5-1,,
,BGLU6,,
,ATLTL1,,
,LTL1,,
,ALDH6B2,,
,GATL5,,
,AtSPP1,,
,LPPdelta,,
,SPP1,,
,ARR6,,
,ULP1B,,
,AT-PHH1,,
,ATCRY2,,
,CRY2,,
,FHA,,
,PHH1,,
,BGLU35,,
,TGG5,,
,ABA2,,
,ATABA2,,
,ATSDR1,,
,GIN1,,
,ISI4,,
,SDR1,,
,SIS4,,
,SRE1,,
,ATVPS11,,
,VPS11,,
,PDC2,,
,ORTH5,,
,VIM2,,
,MIR163,,
,AN,,
,DOQ,,
,MORF6,,
,A/N-InvC,,
,RAP2.6,,
,MAP1A,,
,ACH1,,
,ATNRT2.1,,
,ATNRT2:1,,
,LIN1,,
,NRT2,,
,NRT2.1,,
,NRT2:1,,
,NRT2;1AT,,
,ATGGT-IB,,
,GGB,,
,PGGT-I,,
,AtBBD2,,
,BBD2,,
,WIP2,,
,AtLEC1,,
,EMB 212,,
,EMB212,,
,LEC1,,
,NF-YB9,,
,CHMP1A,,
,VPS46.2,,
,BGLU11,,
,EMB173,,
,FIS1,,
,MEA,,
,SDG5,,
,CYP89A6,,
,ALF5,,
,MRL7-L,,
,ATSK21,,
,BIN2,,
,DWF12,,
,SK21,,
,UCU1,,
,OVA1,,
,ORP2A,,
,ATGSTF7,,
,ATGSTF9,,
,GLUTTR,,
,GSTF9,,
,AtMYB56,,
,MYB56,,
,ATFRO2,,
,FRD1,,
,FRO2,,
,MRL1,,
,PDE346,,
,RECQI1,,
,HEC1,,
,CYP71B24,,
,atnudt22,,
,NUDT22,,
,CYP76G1,,
,MEE14,,
,ATWRKY11,,
,WRKY11,,
,RDR6,,
,SDE1,,
,SGS2,,
,ARI15,,
,ATARI15,,
,ATGSTU16,,
,GSTU16,,
,EXL2,,
,UGT76E11,,
,AtCSP1,,
,CSDP1,,
,CSP1,,
,ATMPK18,,
,MPK18,,
,ATTOM22-V,,
,TOM22-V,,
,TOM9-2,,
,SPA3,,
,ATFUT5,,
,FUT5,,
,ERD14,,
,AtBRN2,,
,BRN2,,
,ATCOX17,,
,COX17,,
,ATMT3,,
,MT3,,
,GEM1,,
,MOR1,,
,ATMPK5,,
,MPK5,,
,ATSUN2,,
,SUN2,,
,RUB2,,
,UBQ7,,
,AK3,,
,PEX3-1,,
,HPS4,,
,SAB,,
,MOS4,,
,TCP17,,
,ABCG9,,
,ATTSO1,,
,TSO1,,
,PAM68,,
,ATPMEPCRF,,
,PMEPCRF,,
,emb2458,,
,THA2,,
,ORTH1,,
,VIM3,,
,CRWN1,,
,LINC1,,
,WIH1,,
,ATRGS1,,
,RGS1,,
,ATCHX18,,
,CHX18,,
,ATHAP2B,,
,HAP2B,,
,NF-YA2,,
,UNE8,,
,ATGID1A,,
,GID1A,,
,FLA13,,
,ATSAL2,,
,SAL2,,
,HINT 2,,
,TRNV.2,,
,AGL48,,
,CER8,,
,LACS1,,
,AACT1,,
,PRK3,,
,(AT)VAP,,
,VAP,,
,VAP27,,
,VAP27-1,,
,ATOFP4,,
,OFP4,,
,ATNADP-ME4,,
,NADP-ME4,,
,MSRB2,,
,ATWRKY19,,
,MAPKKK11,,
,MEKK4,,
,WRKY19,,
,CLE13,,
,EDR2,,
,RBCS1A,,
,ABE4,,
,ATMES4,,
,MES4,,
,SCRL1,,
,ATST4A,,
,ST4A,,
,ATRPA32B,,
,RPA32B,,
,RPL15,,
,SAG13,,
,IDL5,,
,APPR6,,
,ATSUC4,,
,ATSUT4,,
,SUC4,,
,SUT4,,
,IQD24,,
,UGT71C3,,
,ATBP2,,
,CLPD,,
,ERD1,,
,SAG15,,
,UGT76C2,,
,LTP4,,
,AAP7,,
,DIN10,,
,RS6,,
,BSM,,
,RUG2,,
,ATSEC8,,
,SEC8,,
,UBP25,,
,TRNM.1,,
,ATKU70,,
,KU70,,
,ATGSL08,,
,ATGSL8,,
,CHOR,,
,ET2,,
,GSL08,,
,GSL8,,
,AR781,,
,ANAC009,,
,FEZ,,
,nPAP,,
,PAP(IV),,
,ATHXK1,,
,GIN2,,
,HXK1,,
,PSBK,,
,CYP71B9,,
,AGD1,,
,HTR11,,
,PSBQ,,
,PSBQ-1,,
,PSBQA,,
,RIC7,,
,KAN3,,
,ATFPG-1,,
,ATFPG-2,,
,ATMMH-1,,
,ATMMH-2,,
,FPG-1,,
,FPG-2,,
,MMH,,
,MMH-1,,
,MMH-2,,
,NET1B,,
,ATUBC24,,
,PHO2,,
,UBC24,,
,CCH,,
,ATSYP42,,
,ATTLG2B,,
,SYP42,,
,TLG2B,,
,KPHMT1,,
,PANB1,,
,ATVPS33,,
,VPS33,,
,AtRLP18,,
,RLP18,,
,CTN,,
,FTSH1,,
,ACA2,,
,YUC,,
,YUC1,,
,ATUBC2,,
,UBC2,,
,UBC2,,
,SR45a,,
,ATMT-2,,
,ATMT-Q,,
,ATMT1,,
,LSR4,,
,MT-Q,,
,MT1,,
,MT1A,,
,APO1,,
,ATFBR1,,
,ATFIB1,,
,FBR1,,
,FIB1,,
,SKIP7,,
,DEL3,,
,E2FF,,
,E2L2,,
,EMB2271,,
,CYTC-2,,
,APS3,,
,ASD2,,
,ATASD2,,
,TOM5,,
,DEG3,,
,DegP3,,
,TRFL7,,
,ATSERAT3;2,,
,SERAT3;2,,
,ATNBP35,,
,NBP35,,
,EPFL9,,
,STOMAGEN,,
,ORF139B,,
,HTA12,,
,EMB3102,,
,OTP82,,
,CIPK3,,
,SnRK3.17,,
,U60.1F,,
,AGL49,,
,DRP4D,,
,DDL,,
,ATLMCO4,,
,IRX12,,
,LAC4,,
,LMCO4,,
,ATCKX6,,
,ATCKX7,,
,CKX6,,
,MIR319C,,
,XTH1,,
,KIPK,,
,ATATH13,,
,ATH13,,
,ATOSA1,,
,OSA1,,
,PEX11E,,
,CYP93D1,,
,IRX9,,
,atnudt21,,
,NUDT21,,
,HD2C,,
,HDT3,,
,ABCB19,,
,ATABCB19,,
,ATMDR1,,
,ATMDR11,,
,ATPGP19,,
,MDR1,,
,MDR11,,
,PGP19,,
,HMA5,,
,KMS2,,
,SULTR4;2,,
,MIR852A,,
,AKN2,,
,APK2,,
,ATMYB118,,
,MYB118,,
,PGA37,,
,A37,,
,ATPDX1.2,,
,PDX1.2,,
,PHT4;5,,
,MAPKKK14,,
,AtAUR3,,
,AUR3,,
,MIR414,,
,URED,,
,ATYLMG1-2,,
,YLMG1-2,,
,ARPC1,,
,ARPC1B,,
,AtRLP48,,
,RLP48,,
,MIR399,,
,MIR399F,,
,ARR12,,
,RR12,,
,ATL8,,
,HHP5,,
,ARI1,,
,ATARI1,,
,ATHAP5A,,
,HAP5A,,
,NF-YC1,,
,DOF6,,
,ATLTP1,,
,LP1,,
,LTP1,,
,AtPNC2,,
,PNC2,,
,atnudt24,,
,NUDT24,,
,NUDX24,,
,EMB2279,,
,EMB88,,
,STN8,,
,RPT1A,,
,ATXR5,,
,PDE336,,
,SDG15,,
,ATPIRIN1,,
,PRN,,
,PRN1,,
,ATCNGC8,,
,CNGC8,,
,ANP1,,
,MAPKKK1,,
,NP1,,
,ATXPB1,,
,XPB1,,
,EIF4A1,,
,RH4,,
,TIF4A1,,
,PHR2,,
,OSU1,,
,QUA2,,
,TSD2,,
,MIR771A,,
,AGL98,,
,ADO2,,
,LKP2,,
,GTC2,,
,VPS35A,,
,ZIP3,,
,ATPRMT10,,
,PRMT10,,
,SS3,,
,ELM1,,
,MFP1,,
,AtSWEET7,,
,SWEET7,,
,LYM1,,
,LYP2,,
,UGT84A1,,
,APT1,,
,ATAPT1,,
,ARAC8,,
,ATRAC8,,
,ATROP10,,
,ROP10,,
,ATDCP1,,
,DCP1,,
,AtFAP1,,
,FAP1,,
,DWA3,,
,UNE2,,
,ATKT1,,
,ATKT1P,,
,ATKUP1,,
,KT1,,
,KUP1,,
,CYP40,,
,SQN,,
,ATFH6,,
,FH6,,
,ORF291,,
,APG2,,
,PGA2,,
,TATC,,
,UNE3,,
,ATCML9,,
,CAM9,,
,CML9,,
,ATLP-1,,
,ATPH,,
,RAD23-3,,
,RAD23C,,
,PRT1,,
,ATERF1,,
,ERF1,,
,ATDFD,,
,DFD,,
,FPGS3,,
,AAH,,
,ATAAH,,
,ATMYB38,,
,BIT1,,
,MYB38,,
,RAX2,,
,ATTCX2,,
,TCX2,,
,CHC1,,
,ATKRS-1,,
,AtRH3,,
,emb1138,,
,RH3,,
,LYK4,,
,ATRH9,,
,PMH1,,
,PIN6,,
,TRNI.1,,
,EMB3013,,
,RUK,,
,ATTIM44-2,,
,TIM44-2,,
,HAT14,,
,ATNHD2,,
,NHD2,,
,NHD2,,
,PDLP4,,
,PDE318,,
,AR791,,
,ATRER1B,,
,RER1B,,
,AT-RLK3,,
,CRK11,,
,ATMRE11,,
,MRE11,,
,ACX4,,
,ATG6,,
,ATSCX,,
,ARAC7,,
,ATRAC7,,
,ATROP9,,
,RAC7,,
,ROP9,,
,ATCIPK6,,
,CIPK6,,
,SIP3,,
,SNRK3.14,,
,RPB5C,,
,BGLU15,,
,ATYSL2,,
,YSL2,,
,EMB2753,,
,OMA,,
,BIN5,,
,RHL2,,
,ATMYC1,,
,myc1,,
,ARFD1A,,
,ATARFD1A,,
,ARAC5,,
,ATGP3,,
,ATROP4,,
,ROP4,,
,BBX12,,
,CK1,,
,CKL1,,
,BOU,,
,ACS11,,
,ATPHB2,,
,PHB2,,
,ATCSLG3,,
,CSLG3,,
,AtMfl1,,
,Mfl1,,
,RPS12,,
,RPS12B,,
,AtFHA2,,
,FHA2,,
,SCPL27,,
,AtRAV2,,
,EDF2,,
,RAP2.8,,
,RAV2,,
,TEM2,,
,ATSWI3D,,
,CHB3,,
,HSP21,,
,TRNY.2,,
,ATVAMP727,,
,VAMP727,,
,VAMP727,,
,FMO,,
,AHP3,,
,ATHP2,,
,MIR419,,
,SMP2,,
,ATGSTU21,,
,GSTU21,,
,APY6,,
,AtAPY6,,
,CYP71A20,,
,ATPTS,,
,PANC,,
,PTS,,
,NIP3;1,,
,CYCA2;1,,
,ATCDC5,,
,ATMYBCDC5,,
,CDC5,,
,PDC3,,
,ORL1,,
,ORL1,,
,ORTHL,,
,VIM6,,
,EDF4,,
,RAV1,,
,PUB39,,
,LOG7,,
,ATPGIP2,,
,PGIP2,,
,ATXT2,,
,XT2,,
,XXT2,,
,CYP705A33,,
,ATSRX,,
,SRX,,
,ATBRK1,,
,BRK1,,
,HSPC300,,
,MEE39,,
,UXS5,,
,CYP708A1,,
,IGMT5,,
,LAP1,,
,ATMAP70-5,,
,MAP70-5,,
,ATRAPTOR1B,,
,RAPTOR1,,
,RAPTOR1B,,
,MIR156G,,
,EDF1,,
,TEM1,,
,LBD33,,
,ORF106G,,
,DWA2,,
,HTA10,,
,ATHDA5,,
,HDA05,,
,HDA5,,
,FLA16,,
,ATCS-C,,
,OASC,,
,AtMYB24,,
,MYB24,,
,ATMYB87,,
,MYB87,,
,ATGSTZ1,,
,AtMAAI,,
,GST18,,
,GSTZ1,,
,MAAI,,
,ZIF1,,
,AtRLP43,,
,RLP43,,
,ATINO80,,
,INO80,,
,CESA6,,
,E112,,
,IXR2,,
,PRC1,,
,ATSRS2,,
,SRS2,,
,LPAT2,,
,ERD10,,
,LTI29,,
,LTI45,,
,ATCSLA03,,
,ATCSLA3,,
,CSLA03,,
,CSLA03,,
,CSLA3,,
,BGLU30,,
,DIN2,,
,SRG2,,
,BAM7,,
,BMY4,,
,AtSDR5,,
,SDR5,,
,MIR167D,,
,PPD6,,
,BTS,,
,EMB2454,,
,IBR3,,
,ATEXO70D3,,
,EXO70D3,,
,AGD5,,
,NEV,,
,ATCSLA15,,
,CSLA15,,
,AtFBA8,,
,FBA8,,
,PCK1,,
,PEPCK,,
,GSTL1,,
,GGT3,,
,GGT4,,
,ARC12,,
,ATMINE1,,
,MINE1,,
,ATPIP1,,
,PIP1,,
,PIP1;1,,
,PIP1A,,
,AtPTR4,,
,PTR4,,
,BRT1,,
,UGT84A2,,
,MEE65,,
,LPPgamma,,
,PAT1,,
,AtPRD1,,
,PRD1,,
,Plsp2B,,
,TPP,,
,SCI1,,
,ARP4A,,
,ATARP4A,,
,AtSPL9,,
,SPL9,,
,CAC3,,
,RLK902,,
,EBS1,,
,PSL2,,
,UGGT,,
,ATSBT4.12,,
,SBT4.12,,
,ANAC043,,
,NST1,,
,LAC3,,
,PROPEP2,,
,NET4A,,
